t,node,Va,Vb,Vc,Ia,Ib,Ic
0.0048,1,7856.099067,-4788.808722,-2930.918131,7856.099067,-4788.808722,-2930.918131
0.0049,1,7914.544409,-4583.160102,-3190.336634,7914.544409,-4583.160102,-3190.336634
0.005,1,8001.789463,-4283.608536,-3550.599136,8001.789463,-4283.608536,-3550.599136
0.0051,1,7946.917775,-4119.181527,-3716.626078,7946.917775,-4119.181527,-3716.626078
0.0052,1,7885.692775,-3995.929883,-3832.820224,7885.692775,-3995.929883,-3832.820224
0.0053,1,7953.889756,-3731.171828,-4137.823195,7953.889756,-3731.171828,-4137.823195
0.0054,1,7968.967132,-3449.71287,-4421.878917,7968.967132,-3449.71287,-4421.878917
0.0055,1,7868.754358,-3292.643658,-4555.673111,7868.754358,-3292.643658,-4555.673111
0.0056,1,7822.895728,-3119.486231,-4705.537577,7822.895728,-3119.486231,-4705.537577
0.0057,1,7839.432386,-2835.812845,-4970.264462,7839.432386,-2835.812845,-4970.264462
0.0058,1,7815.448289,-2561.138123,-5253.068484,7815.448289,-2561.138123,-5253.068484
0.0059,1,7681.360215,-2408.090765,-5326.184496,7681.360215,-2408.090765,-5326.184496
0.006,1,7610.290741,-2201.945509,-5468.367279,7610.290741,-2201.945509,-5468.367279
0.0061,1,7628.904576,-1880.493749,-5786.309405,7628.904576,-1880.493749,-5786.309405
0.0062,1,7517.729487,-1654.174015,-5943.406365,7517.729487,-1654.174015,-5943.406365
0.0063,1,7371.033262,-1476.464103,-6020.994097,7371.033262,-1476.464103,-6020.994097
0.0064,1,7309.910387,-1228.477434,-6194.912024,7309.910387,-1228.477434,-6194.912024
0.0065,1,7253.291491,-932.908295,-6441.265477,7253.291491,-932.908295,-6441.265477
0.0066,1,7126.566962,-696.010618,-6581.21633,7126.566962,-696.010618,-6581.21633
0.0067,1,6951.357164,-523.623208,-6620.46889,6951.357164,-523.623208,-6620.46889
0.0068,1,6864.62164,-249.671749,-6798.045698,6864.62164,-249.671749,-6798.045698
0.0069,1,6778.321519,52.028829,-6972.922914,6778.321519,52.028829,-6972.922914
0.007,1,6692.557398,266.896565,-7005.43935,6692.557398,266.896565,-7005.43935
0.0071,1,6555.32515,593.269561,-7062.920704,6555.32515,593.269561,-7062.920704
0.0072,1,6401.858376,941.798251,-7221.348831,6401.858376,941.798251,-7221.348831
0.0073,1,6284.784028,1077.051717,-7328.3385,6284.784028,1077.051717,-7328.3385
0.0074,1,6111.749209,1234.450629,-7391.988434,6111.749209,1234.450629,-7391.988434
0.0075,1,5874.014754,1585.273019,-7511.660325,5874.014754,1585.273019,-7511.660325
0.0076,1,5732.309979,1840.519615,-7615.703599,5732.309979,1840.519615,-7615.703599
0.0077,1,5621.410907,2011.505046,-7650.210643,5621.410907,2011.505046,-7650.210643
0.0078,1,5433.651602,2264.342949,-7657.457617,5433.651602,2264.342949,-7657.457617
0.0079,1,5212.822489,2572.167565,-7735.880243,5212.822489,2572.167565,-7735.880243
0.008,1,5027.515789,2804.315948,-7835.287085,5027.515789,2804.315948,-7835.287085
0.0081,1,4872.755064,2941.360717,-7836.196012,4872.755064,2941.360717,-7836.196012
0.0082,1,4645.682122,3180.586819,-7836.725168,4645.682122,3180.586819,-7836.725168
0.0083,1,4396.312288,3496.596303,-7910.728854,4396.312288,3496.596303,-7910.728854
0.0084,1,4236.462272,3688.34293,-7932.475299,4236.462272,3688.34293,-7932.475299
0.0085,1,4068.586886,3833.533924,-7879.066198,4068.586886,3833.533924,-7879.066198
0.0086,1,3793.26162,4106.612332,-7883.705939,3793.26162,4106.612332,-7883.705939
0.0087,1,3551.86813,4359.341219,-7920.945322,3551.86813,4359.341219,-7920.945322
0.0088,1,3382.414448,4511.627713,-7899.599979,3382.414448,4511.627713,-7899.599979
0.0089,1,3154.829597,4681.917811,-7837.715262,3154.829597,4681.917811,-7837.715262
0.009,1,2887.695068,4906.807422,-7804.97604,2887.695068,4906.807422,-7804.97604
0.0091,1,2645.302315,5170.803351,-7816.404677,2645.302315,5170.803351,-7816.404677
0.0092,1,2465.409284,5284.767657,-7738.895262,2465.409284,5284.767657,-7738.895262
0.0093,1,2226.654357,5421.723655,-7645.855652,2226.654357,5421.723655,-7645.855652
0.0094,1,1919.802854,5696.912652,-7621.107039,1919.802854,5696.912652,-7621.107039
0.0095,1,1711.113765,5855.77447,-7568.14926,1711.113765,5855.77447,-7568.14926
0.0096,1,1505.536165,5960.457695,-7466.612648,1505.536165,5960.457695,-7466.612648
0.0097,1,1229.43165,6124.683097,-7357.832433,1229.43165,6124.683097,-7357.832433
0.0098,1,958.577415,6332.028678,-7290.292997,958.577415,6332.028678,-7290.292997
0.0099,1,732.974429,6486.321624,-7215.198681,732.974429,6486.321624,-7215.198681
0.01,1,518.622194,6552.129657,-7069.726153,518.622194,6552.129657,-7069.726153
0.0101,1,238.85965,6699.304,-6940.328608,238.85965,6699.304,-6940.328608
0.0102,1,-43.621192,6907.450561,-6865.393827,-43.621192,6907.450561,-6865.393827
0.0103,1,-245.185109,6981.58294,-6734.989012,-245.185109,6981.58294,-6734.989012
0.0104,1,-475.933093,7036.751473,-6562.092311,-475.933093,7036.751473,-6562.092311
0.0105,1,-774.937135,7205.430614,-6432.313941,-774.937135,7205.430614,-6432.313941
0.0106,1,-1018.354783,7329.60497,-6307.90606,-1018.354783,7329.60497,-6307.90606
0.0107,1,-1228.446339,7385.0257,-6155.689695,-1228.446339,7385.0257,-6155.689695
0.0108,1,-1476.650554,7433.566976,-5960.345253,-1476.650554,7433.566976,-5960.345253
0.0109,1,-1750.594069,7554.53996,-5803.248958,-1750.594069,7554.53996,-5803.248958
0.011,1,-1996.550133,7670.236047,-5671.631292,-1996.550133,7670.236047,-5671.631292
0.0111,1,-2192.016714,7658.121735,-5468.867438,-2192.016714,7658.121735,-5468.867438
0.0112,1,-2439.672613,7699.074398,-5259.803209,-2439.672613,7699.074398,-5259.803209
0.0113,1,-2719.372457,7823.188345,-5100.589099,-2719.372457,7823.188345,-5100.589099
0.0114,1,-2924.254165,7848.386377,-4925.511037,-2924.254165,7848.386377,-4925.511037
0.0115,1,-3124.554528,7824.346674,-4701.834896,-3124.554528,7824.346674,-4701.834896
0.0116,1,-3380.183055,7868.934601,-4486.404248,-3380.183055,7868.934601,-4486.404248
0.0117,1,-3621.654128,7924.319387,-4302.76129,-3621.654128,7924.319387,-4302.76129
0.0118,1,-3819.179633,7927.578095,-4110.65642,-3819.179633,7927.578095,-4110.65642
0.0119,1,-4013.477963,7876.639053,-3861.570871,-4013.477963,7876.639053,-3861.570871
0.012,1,-4248.547497,7880.381588,-3630.882791,-4248.547497,7880.381588,-3630.882791
0.0121,1,-4486.235289,7939.966135,-3455.621779,-4486.235289,7939.966135,-3455.621779
0.0122,1,-4642.52123,7857.355071,-3214.241692,-4642.52123,7857.355071,-3214.241692
0.0123,1,-4834.07281,7795.424674,-2960.547207,-4834.07281,7795.424674,-2960.547207
0.0124,1,-5073.949389,7812.610047,-2739.685782,-5073.949389,7812.610047,-2739.685782
0.0125,1,-5248.460142,7772.518016,-2523.95452,-5248.460142,7772.518016,-2523.95452
0.0126,1,-5409.708766,7696.182033,-2286.028171,-5409.708766,7696.182033,-2286.028171
0.0127,1,-5588.270886,7601.762241,-2013.566778,-5588.270886,7601.762241,-2013.566778
0.0128,1,-5790.343532,7579.314863,-1789.366488,-5790.343532,7579.314863,-1789.366488
0.0129,1,-5955.810972,7530.060739,-1573.801611,-5955.810972,7530.060739,-1573.801611
0.013,1,-6077.835065,7381.905476,-1304.34953,-6077.835065,7381.905476,-1304.34953
0.0131,1,-6251.009866,7290.565175,-1039.60776,-6251.009866,7290.565175,-1039.60776
0.0132,1,-6432.227292,7254.568749,-821.862545,-6432.227292,7254.568749,-821.862545
0.0133,1,-6547.187911,7127.313686,-580.98823,-6547.187911,7127.313686,-580.98823
0.0134,1,-6662.746366,6974.778755,-311.232803,-6662.746366,6974.778755,-311.232803
0.0135,1,-6821.266777,6877.043568,-55.814612,-6821.266777,6877.043568,-55.814612
0.0136,1,-6953.334336,6778.634554,173.973215,-6953.334336,6778.634554,173.973215
0.0137,1,-7050.049897,6642.372548,408.334967,-7050.049897,6642.372548,408.334967
0.0138,1,-7143.769302,6453.970938,689.916396,-7143.769302,6453.970938,689.916396
0.0139,1,-7268.94982,6331.517423,936.871664,-7268.94982,6331.517423,936.871664
0.014,1,-7383.367231,6234.006757,1149.456998,-7383.367231,6234.006757,1149.456998
0.0141,1,-7428.138945,6018.371681,1410.488378,-7428.138945,6018.371681,1410.488378
0.0142,1,-7512.461973,5839.573427,1672.164742,-7512.461973,5839.573427,1672.164742
0.0143,1,-7618.787312,5714.425805,1904.230859,-7618.787312,5714.425805,1904.230859
0.0144,1,-7669.344942,5541.601722,2128.588757,-7669.344942,5541.601722,2128.588757
0.0145,1,-7709.398903,5336.365511,2372.531253,-7709.398903,5336.365511,2372.531253
0.0146,1,-7763.423585,5130.962422,2632.032854,-7763.423585,5130.962422,2632.032854
0.0147,1,-7828.706283,4978.923594,2850.666039,-7828.706283,4978.923594,2850.666039
0.0148,1,-7857.675882,4799.195926,3058.185142,-7857.675882,4799.195926,3058.185142
0.0149,1,-7855.403364,4543.640752,3311.210101,-7855.403364,4543.640752,3311.210101
0.015,1,-7890.169579,4343.585033,3547.381492,-7890.169579,4343.585033,3547.381492
0.0151,1,-7930.471705,4190.472968,3739.754679,-7930.471705,4190.472968,3739.754679
0.0152,1,-7901.11589,3941.516186,3959.287913,-7901.11589,3941.516186,3959.287913
0.0153,1,-7889.368051,3703.834011,4185.901167,-7889.368051,3703.834011,4185.901167
0.0154,1,-7900.458083,3499.495533,4401.005506,-7900.458083,3499.495533,4401.005506
0.0155,1,-7882.778197,3293.906888,4588.61641,-7882.778197,3293.906888,4588.61641
0.0156,1,-7843.45548,3065.992022,4777.556641,-7843.45548,3065.992022,4777.556641
0.0157,1,-7790.798567,2784.237913,5006.859381,-7790.798567,2784.237913,5006.859381
0.0158,1,-7776.0417,2589.743829,5185.902772,-7776.0417,2589.743829,5185.902772
0.0159,1,-7731.767691,2381.599157,5350.329668,-7731.767691,2381.599157,5350.329668
0.016,1,-7639.607194,2097.220808,5542.667018,-7639.607194,2097.220808,5542.667018
0.0161,1,-7582.353013,1849.692898,5732.203756,-7582.353013,1849.692898,5732.203756
0.0162,1,-7533.345592,1644.058828,5889.593189,-7533.345592,1644.058828,5889.593189
0.0163,1,-7438.960156,1398.591412,6040.509889,-7438.960156,1398.591412,6040.509889
0.0164,1,-7335.841851,1129.644243,6205.773337,-7335.841851,1129.644243,6205.773337
0.0165,1,-7247.821482,875.17876,6373.052221,-7247.821482,875.17876,6373.052221
0.0166,1,-7161.552055,656.435698,6505.065911,-7161.552055,656.435698,6505.065911
0.0167,1,-7045.647866,422.017581,6623.427031,-7045.647866,422.017581,6623.427031
0.0168,1,-6904.502589,121.529992,6783.20798,-6904.502589,121.529992,6783.20798
0.0169,1,-6798.917779,-110.881104,6909.771874,-6798.917779,-110.881104,6909.771874
0.017,1,-6689.702823,-316.954661,7006.672078,-6689.702823,-316.954661,7006.672078
0.0171,1,-6520.828214,-602.479155,7123.115826,-6520.828214,-602.479155,7123.115826
0.0172,1,-6378.972652,-856.704132,7236.113979,-6378.972652,-856.704132,7236.113979
0.0173,1,-6246.015216,-1093.847733,7339.571372,-6246.015216,-1093.847733,7339.571372
0.0174,1,-6090.876831,-1320.089051,7410.852359,-6090.876831,-1320.089051,7410.852359
0.0175,1,-5918.838423,-1571.430014,7490.799939,-5918.838423,-1571.430014,7490.799939
0.0176,1,-5738.350611,-1853.208012,7591.075035,-5738.350611,-1853.208012,7591.075035
0.0177,1,-5591.680249,-2055.742095,7647.585002,-5591.680249,-2055.742095,7647.585002
0.0178,1,-5412.325049,-2278.29092,7690.794106,-5412.325049,-2278.29092,7690.794106
0.0179,1,-5202.159426,-2554.602912,7756.634687,-5202.159426,-2554.602912,7756.634687
0.018,1,-5022.636458,-2789.622027,7812.183024,-5022.636458,-2789.622027,7812.183024
0.0181,1,-4848.849809,-2987.1302,7836.229353,-4848.849809,-2987.1302,7836.229353
0.0182,1,-4633.129583,-3227.738889,7860.763005,-4633.129583,-3227.738889,7860.763005
0.0183,1,-4422.349848,-3463.541186,7885.821743,-4422.349848,-3463.541186,7885.821743
0.0184,1,-4219.934666,-3696.666909,7916.775779,-4219.934666,-3696.666909,7916.775779
0.0185,1,-4020.823522,-3885.24175,7906.031671,-4020.823522,-3885.24175,7906.031671
0.0186,1,-3799.00116,-4093.201783,7892.174029,-3799.00116,-4093.201783,7892.174029
0.0187,1,-3556.494096,-4351.956208,7908.424408,-3556.494096,-4351.956208,7908.424408
0.0188,1,-3356.191236,-4528.660141,7885.145666,-3356.191236,-4528.660141,7885.145666
0.0189,1,-3138.630272,-4709.184646,7847.402284,-3138.630272,-4709.184646,7847.402284
0.019,1,-2883.90689,-4932.442866,7816.692862,-2883.90689,-4932.442866,7816.692862
0.0191,1,-2655.635258,-5130.403363,7786.046389,-2655.635258,-5130.403363,7786.046389
0.0192,1,-2432.389905,-5307.24634,7739.361227,-2432.389905,-5307.24634,7739.361227
0.0193,1,-2195.387231,-5472.686606,7668.47724,-2195.387231,-5472.686606,7668.47724
0.0194,1,-1944.445509,-5661.326371,7605.524891,-1944.445509,-5661.326371,7605.524891
0.0195,1,-1696.369565,-5857.383111,7553.856732,-1696.369565,-5857.383111,7553.856732
0.0196,1,-1473.721052,-5991.296674,7465.03865,-1473.721052,-5991.296674,7465.03865
0.0197,1,-1226.799307,-6137.190811,7364.00598,-1226.799307,-6137.190811,7364.00598
0.0198,1,-958.327744,-6329.302768,7287.663948,-958.327744,-6329.302768,7287.663948
0.0199,1,-723.362768,-6466.883663,7190.160082,-723.362768,-6466.883663,7190.160082
0.02,1,-491.428404,-6582.088808,7073.727881,-491.428404,-6582.088808,7073.727881
0.0201,1,73.168486,-6924.524498,6851.221323,73.168486,-6924.524498,6851.221323
0.0202,1,116.489298,-6907.263315,6790.756435,116.489298,-6907.263315,6790.756435
0.0203,1,80.543213,-6863.798601,6783.500961,80.543213,-6863.798601,6783.500961
0.0204,1,405.135523,-7011.584897,6606.221081,405.135523,-7011.584897,6606.221081
0.0205,1,977.164568,-7316.745202,6339.660845,977.164568,-7316.745202,6339.660845
0.0206,1,1104.162926,-7366.334239,6262.360783,1104.162926,-7366.334239,6262.360783
0.0207,1,1021.86414,-7234.006569,6211.892097,1021.86414,-7234.006569,6211.892097
0.0208,1,1448.828448,-7423.350454,5974.72324,1448.828448,-7423.350454,5974.72324
0.0209,1,2004.486204,-7716.603065,5712.107339,2004.486204,-7716.603065,5712.107339
0.021,1,1993.063412,-7626.06518,5632.952282,1993.063412,-7626.06518,5632.952282
0.0211,1,1930.346236,-7486.872352,5556.627609,1930.346236,-7486.872352,5556.627609
0.0212,1,2588.236451,-7811.370441,5223.056979,2588.236451,-7811.370441,5223.056979
0.0213,1,2884.952015,-7892.681524,5007.899345,2884.952015,-7892.681524,5007.899345
0.0214,1,2814.342774,-7762.8126,4948.286852,2814.342774,-7762.8126,4948.286852
0.0215,1,3020.21915,-7757.308604,4737.260618,3020.21915,-7757.308604,4737.260618
0.0216,1,3439.180764,-7895.204737,4456.046322,3439.180764,-7895.204737,4456.046322
0.0217,1,3843.685397,-8056.568123,4212.735248,3843.685397,-8056.568123,4212.735248
0.0218,1,3644.846976,-7787.932882,4143.308572,3644.846976,-7787.932882,4143.308572
0.0219,1,3861.996892,-7775.678431,3913.606425,3861.996892,-7775.678431,3913.606425
0.022,1,4521.772015,-8061.062527,3539.241915,4521.772015,-8061.062527,3539.241915
0.0221,1,4479.86034,-7897.622088,3417.922827,4479.86034,-7897.622088,3417.922827
0.0222,1,4509.130775,-7763.486373,3254.289042,4509.130775,-7763.486373,3254.289042
0.0223,1,4785.238072,-7767.082284,2981.817721,4785.238072,-7767.082284,2981.817721
0.0224,1,5263.31424,-7908.429334,2645.281183,5263.31424,-7908.429334,2645.281183
0.0225,1,5261.450905,-7772.764397,2511.151864,5261.450905,-7772.764397,2511.151864
0.0226,1,5227.761935,-7561.635997,2334.059424,5227.761935,-7561.635997,2334.059424
0.0227,1,5601.727816,-7600.984913,1999.130681,5601.727816,-7600.984913,1999.130681
0.0228,1,5990.602494,-7705.445533,1714.965344,5990.602494,-7705.445533,1714.965344
0.0229,1,5905.140148,-7464.948302,1559.819734,5905.140148,-7464.948302,1559.819734
0.023,1,5851.187713,-7234.382427,1383.066675,5851.187713,-7234.382427,1383.066675
0.0231,1,6433.872405,-7403.613053,970.041435,6433.872405,-7403.613053,970.041435
0.0232,1,6504.64794,-7272.214834,767.281732,6504.64794,-7272.214834,767.281732
0.0233,1,6446.572335,-7061.216415,614.839419,6446.572335,-7061.216415,614.839419
0.0234,1,6578.143338,-6907.001726,328.902603,6578.143338,-6907.001726,328.902603
0.0235,1,6877.629889,-6895.756983,17.962223,6877.629889,-6895.756983,17.962223
0.0236,1,7139.606046,-6893.562706,-245.804999,7139.606046,-6893.562706,-245.804999
0.0237,1,6814.555423,-6474.833361,-339.856962,6814.555423,-6474.833361,-339.856962
0.0238,1,7110.047459,-6419.375324,-690.599084,7110.047459,-6419.375324,-690.599084
0.0239,1,7435.321088,-6433.893635,-1001.385305,7435.321088,-6433.893635,-1001.385305
0.024,1,7394.175595,-6217.6566,-1176.578983,7394.175595,-6217.6566,-1176.578983
0.0241,1,7250.429557,-5906.41803,-1343.870402,7250.429557,-5906.41803,-1343.870402
0.0242,1,7534.025375,-5838.291961,-1695.860128,7534.025375,-5838.291961,-1695.860128
0.0243,1,7748.995347,-5774.945186,-1973.9174,7748.995347,-5774.945186,-1973.9174
0.0244,1,7632.841079,-5526.69838,-2106.149633,7632.841079,-5526.69838,-2106.149633
0.0245,1,7587.622321,-5241.661266,-2346.014337,7587.622321,-5241.661266,-2346.014337
0.0246,1,7731.903735,-5093.544275,-2638.238216,7731.903735,-5093.544275,-2638.238216
0.0247,1,8060.03434,-5121.176381,-2938.875268,8060.03434,-5121.176381,-2938.875268
0.0248,1,7693.807812,-4690.655856,-3003.218578,7693.807812,-4690.655856,-3003.218578
0.0249,1,7732.224275,-4454.937641,-3277.096497,7732.224275,-4454.937641,-3277.096497
0.025,1,8038.231226,-4422.742587,-3615.632982,8038.231226,-4422.742587,-3615.632982
0.0251,1,7933.878726,-4179.211915,-3754.582781,7933.878726,-4179.211915,-3754.582781
0.0252,1,7856.525045,-3927.772273,-3928.671687,7856.525045,-3927.772273,-3928.671687
0.0253,1,7739.805592,-3589.832133,-4150.121274,7739.805592,-3589.832133,-4150.121274
0.0254,1,8046.171863,-3564.361082,-4481.569084,8046.171863,-3564.361082,-4481.569084
0.0255,1,7923.188207,-3340.206226,-4583.198818,7923.188207,-3340.206226,-4583.198818
0.0256,1,7691.453498,-2961.145436,-4730.087352,7691.453498,-2961.145436,-4730.087352
0.0257,1,7736.435787,-2733.734703,-5002.801109,7736.435787,-2733.734703,-5002.801109
0.0258,1,7925.129092,-2672.082341,-5253.032642,7925.129092,-2672.082341,-5253.032642
0.0259,1,7719.152085,-2380.666459,-5338.346731,7719.152085,-2380.666459,-5338.346731
0.026,1,7447.201205,-1985.863064,-5461.489034,7447.201205,-1985.863064,-5461.489034
0.0261,1,7673.245684,-1876.043041,-5797.062223,7673.245684,-1876.043041,-5797.062223
0.0262,1,7547.41945,-1646.939947,-5900.471033,7547.41945,-1646.939947,-5900.471033
0.0263,1,7471.120301,-1445.10518,-6026.08896,7471.120301,-1445.10518,-6026.08896
0.0264,1,7156.732303,-1009.094436,-6147.498305,7156.732303,-1009.094436,-6147.498305
0.0265,1,7278.23954,-865.656278,-6412.629564,7278.23954,-865.656278,-6412.629564
0.0266,1,7323.180028,-771.336535,-6551.863234,7323.180028,-771.336535,-6551.863234
0.0267,1,6870.770273,-330.393936,-6540.222535,6870.770273,-330.393936,-6540.222535
0.0268,1,6853.762624,-78.803062,-6775.133833,6853.762624,-78.803062,-6775.133833
0.0269,1,6862.152801,88.36034,-6950.294962,6862.152801,88.36034,-6950.294962
0.027,1,6741.174183,275.488224,-7016.799109,6741.174183,275.488224,-7016.799109
0.0271,1,6413.005652,637.170304,-7050.095369,6413.005652,637.170304,-7050.095369
0.0272,1,6314.911149,923.069348,-7237.900897,6314.911149,923.069348,-7237.900897
0.0273,1,6322.471525,1058.873608,-7381.4983,6322.471525,1058.873608,-7381.4983
0.0274,1,6140.636865,1254.009921,-7394.411783,6140.636865,1254.009921,-7394.411783
0.0275,1,5779.593897,1652.309088,-7432.052416,5779.593897,1652.309088,-7432.052416
0.0276,1,5683.994553,1903.941127,-7587.869086,5683.994553,1903.941127,-7587.869086
0.0277,1,5759.358499,1952.295995,-7711.555728,5759.358499,1952.295995,-7711.555728
0.0278,1,5324.075149,2304.507209,-7628.718722,5324.075149,2304.507209,-7628.718722
0.0279,1,5116.624386,2598.057198,-7714.512452,5116.624386,2598.057198,-7714.512452
0.028,1,5045.258071,2797.687479,-7843.014527,5045.258071,2797.687479,-7843.014527
0.0281,1,4897.994763,2949.970236,-7847.940033,4897.994763,2949.970236,-7847.940033
0.0282,1,4638.527039,3185.124032,-7823.575469,4638.527039,3185.124032,-7823.575469
0.0283,1,4266.222218,3569.045601,-7835.33515,4266.222218,3569.045601,-7835.33515
0.0284,1,4283.421014,3674.360195,-7957.687765,4283.421014,3674.360195,-7957.687765
0.0285,1,4124.291734,3793.403863,-7917.705829,4124.291734,3793.403863,-7917.705829
0.0286,1,3662.259088,4160.002961,-7822.279861,3662.259088,4160.002961,-7822.279861
0.0287,1,3519.146234,4377.297893,-7896.338285,3519.146234,4377.297893,-7896.338285
0.0288,1,3416.482077,4502.601013,-7919.151895,3416.482077,4502.601013,-7919.151895
0.0289,1,3186.916977,4655.406151,-7842.285755,3186.916977,4655.406151,-7842.285755
0.029,1,2765.134218,4976.959721,-7741.979566,2765.134218,4976.959721,-7741.979566
0.0291,1,2649.89681,5155.83204,-7805.913205,2649.89681,5155.83204,-7805.913205
0.0292,1,2465.836095,5282.755466,-7748.326936,2465.836095,5282.755466,-7748.326936
0.0293,1,2268.396671,5394.40407,-7662.983874,2268.396671,5394.40407,-7662.983874
0.0294,1,1789.233154,5748.293672,-7537.420835,1789.233154,5748.293672,-7537.420835
0.0295,1,1688.90199,5874.69925,-7563.532307,1688.90199,5874.69925,-7563.532307
0.0296,1,1628.988368,5883.889311,-7513.024265,1628.988368,5883.889311,-7513.024265
0.0297,1,1098.607822,6189.251803,-7287.616296,1098.607822,6189.251803,-7287.616296
0.0298,1,953.315232,6323.185175,-7276.700095,953.315232,6323.185175,-7276.700095
0.0299,1,695.222367,6496.973317,-7192.025951,695.222367,6496.973317,-7192.025951
0.03,1,589.666516,6509.254286,-7098.950302,589.666516,6509.254286,-7098.950302
0.0301,1,177.756205,6720.774238,-6898.564657,177.756205,6720.774238,-6898.564657
0.0302,1,-128.163985,6937.387333,-6809.096184,-128.163985,6937.387333,-6809.096184
0.0303,1,-191.295702,6949.565416,-6758.347431,-191.295702,6949.565416,-6758.347431
0.0304,1,-449.636338,7014.872025,-6565.191069,-449.636338,7014.872025,-6565.191069
0.0305,1,-850.103814,7225.349035,-6375.167957,-850.103814,7225.349035,-6375.167957
0.0306,1,-1084.833835,7359.395199,-6274.651197,-1084.833835,7359.395199,-6274.651197
